scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,leftLip,leftLip,rightLip,rightLip,topleftinner,topleftinner,bottomleftinner,bottomleftinner,topmidinner,topmidinner,bottommidinner,bottommidinner,toprightinner,toprightinner,bottomrightinner,bottomrightinner
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\066_aud\img057.png,91.73046566692973,113.20596254574156,235.95088613044413,111.05341895673388,125.74065437325102,105.88731434311543,125.31014565544949,105.02629690751237,162.33389538638153,107.17884049652008,162.33389538638153,108.03985793212314,198.92713639951205,105.88731434311543,198.92713639951205,106.317823060917
labeled-data\066_aud\img118.png,93.88300925593741,114.06697998134464,231.64579895242878,111.48392767453541,127.03218052665564,107.60934921432161,127.4626892444572,107.60934921432158,162.76440410418314,108.47036664992464,162.7644041041831,108.90087536772623,198.06611896390905,108.03985793212314,198.066118963909,108.47036664992467
labeled-data\066_aud\img254.png,86.13385233550976,111.48392767453541,238.53393843725337,110.19240152113082,117.9914974528234,93.40256152687095,121.43556719523572,120.95511946616918,155.8762646193585,93.40256152687093,160.6118605151754,128.70427638659683,199.78815383511517,98.99917485829087,201.51018870632134,122.67715433737533
labeled-data\066_aud\img267.png,92.59148310253279,115.35850613474923,232.9373251058334,114.4974886991462,127.46268924445712,117.94155844155844,127.03218052665564,117.94155844155844,162.76440410418303,123.10766305517689,162.7644041041831,123.10766305517686,200.21866255291667,118.80257587716153,200.21866255291667,118.37206715935997
labeled-data\066_aud\img362.png,88.716904642319,104.59578818971082,233.79834254143645,105.88731434311543,123.15760206644187,101.15171844729858,123.58811078424334,109.33138408552776,161.90338666858003,98.13815742268784,159.3203343617708,118.80257587716153,198.9271363995121,103.30426203630623,197.63561024610755,111.48392767453535
labeled-data\066_aud\img367.png,93.45250053813585,107.60934921432161,232.50681638803184,107.17884049652008,126.1711630910526,104.16527947190932,127.89319796225868,109.33138408552773,162.7644041041831,101.58222716510008,162.7644041041831,116.65003228815382,198.49662768171055,104.59578818971085,198.066118963909,110.19240152113079
labeled-data\066_aud\img398.png,92.59148310253279,108.03985793212314,232.50681638803178,105.02629690751237,125.74065437325105,106.317823060917,125.31014565544952,105.88731434311543,161.90338666857997,107.60934921432158,161.90338666858003,108.03985793212314,198.49662768171055,105.88731434311546,198.49662768171055,106.31782306091702
labeled-data\066_aud\img600.png,91.2999569491282,107.60934921432161,230.78478151682566,105.45680562531393,124.01861950204487,106.74833177871855,123.15760206644181,106.74833177871852,160.18135179737385,108.03985793212314,160.1813517973739,108.90087536772623,197.6356102461075,105.45680562531393,198.066118963909,105.88731434311546
