scorer,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000,DLC_mobnet_100_SpeechProductionFeb12shuffle1_1030000
bodyparts,vallecula,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip1,tongueTip2,tongueTip2,tongueTip2,hyoid,hyoid,hyoid,mandible,mandible,mandible,shortTendon,shortTendon,shortTendon
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\05TD1M001\img0001.png,113.60358428955078,171.14878845214844,0.9999987483024597,111.78872680664062,149.827392578125,0.9999992847442627,112.16708984542535,126.79400058330043,0.9999952912330627,117.51972927996701,107.03040882499269,0.9999995827674866,132.81338500976562,98.26239776611328,0.9999998807907104,153.072265625,100.56354522705078,0.9999986886978149,167.5372772216797,115.34398651123047,0.9999998211860657,172.69308960524282,123.50006862358248,0.9999953508377075,179.28095352467872,131.32315702791263,0.9999806880950928,189.9862323937621,139.5579869272075,0.9999809265136719,198.22106229305697,148.20455832146718,0.9999898076057434,131.00782775878906,182.25149536132812,0.9999982118606567,185.4570759491499,187.3200003431179,0.9999021887779236,183.18663024902344,167.88731384277344,0.9999982118606567
labeled-data\05TD1M001\img0007.png,112.8287353515625,165.46165466308594,0.9999991655349731,111.34360685549586,144.0871433718197,0.9999994039535522,113.40231433031957,125.97051759337094,0.9999985694885254,117.51972927996701,112.38304825953438,0.999999463558197,134.40113057352156,100.03080341059203,0.9999998807907104,157.04691279658252,106.2069258350632,0.9999995231628418,174.3400555851018,120.20613666386453,0.9999997615814209,184.6335929592204,129.67619104805365,0.9999974966049194,192.45668136355056,137.4992794523838,0.9999986886978149,200.2797697678807,145.32236785671395,0.9999672174453735,203.57370172759866,153.1454562610441,0.9998293519020081,133.0784149169922,180.02243041992188,0.999993622303009,186.28055893907938,186.90825884815314,0.9999905228614807,180.9279195045377,165.90944260495118,0.9999997615814209
labeled-data\05TD1M001\img0010.png,121.22540273464972,168.37989157473964,0.9999946355819702,113.91847229003906,150.92198181152344,0.9999985694885254,115.4610218051433,128.85270805812416,0.9999992847442627,122.04888572457921,109.91259928974591,0.9999994039535522,139.75377000806324,101.26602789548627,0.9999998807907104,161.5760692411947,105.79518434009844,0.9999998807907104,179.69269501964348,120.20613666386453,0.9999998807907104,189.57449089879734,128.02922506819468,0.9999933838844299,195.7506133232685,135.44057197756007,0.9999975562095642,203.1619602326339,142.8519188869255,0.9998315572738647,206.45589219235185,152.73371476607934,0.9997185468673706,136.4598380483453,177.84994595892877,0.999996542930603,186.28055893907938,185.67303436325892,0.9999262094497681,185.32366943359375,168.4174346923828,0.9999967217445374
labeled-data\05TD1M001\img0026.png,122.46062721954397,165.0859596150217,0.9999991655349731,116.65769958496094,145.0169677734375,0.9999998807907104,122.96965026855469,126.50190734863281,0.9999986886978149,134.2646942138672,112.48563385009766,0.9999995827674866,152.70021057128906,108.19606018066406,0.9999980926513672,174.3400555851018,114.44175573435808,0.9999995827674866,192.8684228585153,124.73529310847672,0.9999990463256836,200.69151126284547,128.02922506819468,0.9999915361404419,208.92634116214035,133.38186450273636,0.9999991655349731,215.925946576541,138.73450393727802,0.9999788999557495,222.10206900101215,147.79281682650242,0.9998774528503418,138.518545523169,176.2029799790698,0.9999992847442627,189.57449089879734,184.4378098783647,0.9999985694885254,185.4570759491499,166.3211840999159,0.9999998807907104
labeled-data\05TD1M001\img0144.png,113.40231433031957,170.02685755459862,0.9999943971633911,110.10838237060162,150.26326579629088,0.9999990463256836,111.7553483504606,130.08793254301838,0.9999992251396179,118.75495376486126,116.08872171421709,0.9999998807907104,133.5367431640625,104.53158569335938,0.9999998807907104,155.39994681672354,109.91259928974591,0.9999985694885254,172.83265686035156,120.80414581298828,0.9999977946281433,182.42776489257812,126.0636215209961,0.9999884366989136,193.28016435348005,132.14664001784212,0.9999748468399048,206.04415069738715,132.55838151280685,0.9999797344207764,217.57291255639998,132.55838151280685,0.9999841451644897,130.69545711883885,176.2029799790698,0.9999990463256836,185.04533445418514,185.67303436325892,0.9999969005584717,182.48794555664062,167.02732849121094,0.9999999403953552
labeled-data\05TD1M001\img0157.png,108.25364685058594,175.27365112304688,0.9999827146530151,102.880859375,155.21163940429688,0.9999989867210388,104.14527893066406,134.80813598632812,0.999997615814209,113.86824035644531,116.93030548095703,0.9999998807907104,133.10389709472656,107.87545776367188,0.9999998807907104,155.39994681672354,114.44175573435808,0.9999995231628418,175.98702156496077,123.50006862358248,0.999998927116394,187.10404192900887,128.4409665631594,0.9999967813491821,198.22106229305697,135.02883048259534,0.9999745488166809,213.45549760675252,133.7936059977011,0.9999673366546631,226.63122544562438,132.55838151280685,0.9997957944869995,129.23016357421875,181.1280975341797,0.9999985694885254,182.98662697936143,184.02606838339995,0.999995768070221,181.66049194335938,168.11932373046875,0.9999997615814209
labeled-data\05TD1M001\img0196.png,113.74507141113281,170.4387664794922,0.9999995231628418,115.04928031017855,149.02804131139663,0.9999998807907104,120.42971801757812,130.6659393310547,0.9999991655349731,129.87197412890936,116.08872171421709,0.9999997615814209,144.2829264526754,108.67737480485167,0.999999463558197,164.4582597059479,108.26563330988694,0.9999997615814209,178.86921202971396,118.55917068400555,0.9999998807907104,184.6335929592204,126.79400058330043,0.9999957084655762,196.16235481823324,133.38186450273636,0.9999995231628418,206.8676336873166,139.96972842217227,0.9999968409538269,215.925946576541,144.9106263617492,0.9999963045120239,129.46023263394463,180.732136423682,0.9999990463256836,185.86881744411463,185.67303436325892,0.9999906420707703,182.6722869873047,167.75064086914062,0.9999998807907104
labeled-data\05TD1M001\img0200.png,113.9283218383789,169.30947875976562,0.9999992847442627,119.16669525982601,149.4397828063614,0.9999999403953552,124.51933469436767,128.4409665631594,0.9999995231628418,131.51894010876833,111.14782377464013,0.9999997019767761,148.40034140232288,102.08951088541576,1.0,166.92870867573637,104.14821836023947,0.9999992251396179,180.1044365146082,117.3239461991113,0.9999998807907104,184.6335929592204,126.3822590883357,0.999981164932251,193.69190584844478,133.7936059977011,0.9999927282333374,203.98544322256342,138.73450393727802,0.9999761581420898,213.86723910171727,145.32236785671395,0.9999819993972778,128.1551971435547,186.26622009277344,0.9999967217445374,185.86881744411463,187.3200003431179,0.9999942779541016,182.98662697936143,167.9681500797749,0.9999998807907104
