scorer,,,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,,,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon,thyroid1,thyroid1,thyroid2,thyroid2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,UNZ03_GRIE,img123.png,103.8199384733705,169.7497771407597,125.63392529408681,153.38928702522242,126.05342504063903,123.60480502001363,126.05342504063903,92.98132352170038,128.98992326650472,61.9383422768349,154.1599080596389,48.0948506406111,185.20288930450437,53.54834734579015,195.27088322175808,64.03584100959606,204.08037789935503,75.78183391305868,210.3728740976386,91.72282428204366,214.56787156316096,105.56631591826746,107.59543619234064,181.49577004422227,190.23688626313123,171.42777612696858,188.9783870234745,153.38928702522242,,,,
labeled-data,UNZ03_GRIE,img143.png,96.26894303543024,170.58877663386411,113.46843264407197,147.09679082693887,116.82443061648983,118.57080806138677,121.0194280820122,90.04482529583473,131.9264214923703,63.19684151649159,156.67690653895227,51.03134886647675,181.84689133208656,58.58234430441698,193.17338448899693,70.3283372078796,199.88538043383267,83.33282935099894,204.91937739245952,96.33732149411827,211.21187359074304,108.50281414413314,105.49793745957946,180.23727080456555,188.5588872769223,171.84727587352083,187.7198877838178,152.9697872786702,,,,
labeled-data,UNZ03_GRIE,img207.png,99.62494100784814,168.0717781545507,113.46843264407194,150.03328905280452,108.43443568544511,119.82930730104351,113.88793239062419,90.8838247889392,129.82892275960916,64.03584100959606,154.1599080596389,59.42134379752147,181.00789183898206,66.55283948890948,191.07588575623572,77.87933264581986,200.30488018038494,88.78632605617801,213.30937232350425,98.8543199734317,225.89436472007134,104.30781667861075,102.98093898026603,178.97877156490884,191.07588575623572,174.78377409938648,190.6563860096835,156.7452849976403,,,,
labeled-data,UNZ03_GRIE,img224.png,100.4639405009526,170.58877663386411,122.27792732166891,149.6137893062523,112.20993340441522,121.9268060338047,111.790433657863,88.78632605617801,125.63392529408681,65.29434024925277,150.80391008722097,55.64584607855133,178.07139361311636,60.67984303717816,192.33438499589244,68.65033822167067,201.14387967348938,79.55733163202882,209.5338746045341,91.30332453549144,218.3433692821311,104.30781667861075,105.49793745957946,179.8177710580133,193.59288423554915,175.62277359249094,192.7538847424446,156.7452849976403,,,,
labeled-data,UNZ03_GRIE,img242.png,100.88344024750485,167.23277866144622,122.69742706822116,149.19428955970005,126.05342504063906,120.24880704759573,129.82892275960916,93.40082326825262,133.18492073202708,66.97233923546173,149.96491059411653,45.57785216129767,178.49089335966863,49.353349880267785,193.59288423554915,56.06534582510358,204.08037789935508,67.39183898201395,210.37287409763854,78.71833213892435,214.56787156316096,93.82032301480484,104.23943821992275,179.3982713114611,190.23688626313123,170.16927688731187,191.49538550278794,149.19428955970005,,,,
labeled-data,UNZ03_GRIE,img338.png,97.52744227508695,163.87678068902835,120.18042858890773,147.93579032004334,112.62943315096747,120.24880704759573,113.04893289751972,92.14232402859591,123.53642656132563,64.03584100959606,150.38441034066875,53.12884759923793,176.8128943734597,58.58234430441698,191.91488524934016,65.71383999580502,200.7243799269371,76.62083340616317,207.85587561832517,88.36682630962576,218.3433692821311,101.79081819929735,101.72243974060932,177.30077257869988,189.817386516579,174.78377409938648,190.23688626313123,156.32578525108806,,,,
labeled-data,UNZ03_GRIE,img348.png,100.04444075440038,163.87678068902835,123.53642656132563,149.19428955970005,115.9854311233854,122.34630578035691,112.20993340441522,93.40082326825262,122.69742706822116,64.03584100959606,147.86741186135532,48.51435038716332,176.39339462690742,51.870348359581214,190.6563860096835,60.26034329062594,200.30488018038494,73.26483543374528,208.69487511142967,86.26932757686458,214.98737130971318,101.3713184527451,104.23943821992275,181.07627029767002,189.3978867700268,174.36427435283423,189.3978867700268,153.80878677177466,,,,
