scorer,,,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,,,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon,thyroid1,thyroid1,thyroid2,thyroid2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ArticulateAnonymized_11,img011.png,123.69585170443816,160.96854466537425,131.1071986138036,137.4992794523838,148.4779239181978,120.96755364109404,165.74779195195458,104.90187708588157,181.80571025557958,90.09469977032572,203.6202512371236,88.5020415515792,224.63458398350056,96.3561629622593,235.32434634940893,101.28930265024879,246.4801579713945,108.35097407734929,256.7814535971006,116.66338649251912,265.4900910040603,126.17999038623321,133.1659060886273,174.9677554941756,210.6198566515242,188.19779109415984,208.57666567987556,168.8071495728794,,,,
labeled-data,ArticulateAnonymized_11,img048.png,127.79775015091066,158.62222772098562,131.9074068489706,132.58941451915678,151.72530636839076,118.5281376776556,167.81425767836583,102.01968662112834,188.0904482022757,88.82844227908149,213.32305316893755,90.16452403461312,233.9334026719372,102.26795067192808,242.55669931143427,110.56484658392287,249.525271719485,118.41120974301553,256.1053773873334,127.0888141436251,260.5957425740082,137.00164302912896,132.75416459366258,173.73253100928133,210.57330714199935,186.95480835767813,209.81189016476978,167.58744159116011,,,,
labeled-data,ArticulateAnonymized_11,img088.png,120.86021074920993,161.15474270347406,119.94362874023051,135.52591274502248,138.10680402820427,121.029619653794,157.9479783023869,107.37232605567,179.8556183029808,98.3295296696206,204.62993226515295,98.01088719370574,226.05600650649464,107.55076584218233,236.76904362716542,113.765679524591,245.41561502142508,121.20030118871884,254.87015290243934,128.6426811044342,263.10498280173414,136.87751100372915,130.28371562387412,177.84994595892877,207.26385867910633,191.98104706471744,208.1571659333233,173.03318004475167,,,,
labeled-data,ArticulateAnonymized_11,img103.png,121.65266073278947,160.2924684556071,125.27299342000971,133.4284140122613,146.31835917273668,117.33170445069881,170.69644814311906,106.587634323678,192.52650562783793,95.86683895141961,216.50061135484307,92.2077150062619,235.85246161818608,106.00465713296072,240.73905179665059,116.29819450707939,251.14120469299402,124.09800815664707,261.4657750734626,129.8468725829785,271.7981037055189,134.39930378235312,131.9306816037331,175.7912384841051,208.54563267352555,190.70703132188572,208.97289067166534,170.91240655722805,,,,
labeled-data,ArticulateAnonymized_11,img112.png,121.63714422961444,163.96710890393985,124.43399392690527,135.88334647887478,143.82463544818575,118.16294569221581,165.31277570222736,102.05071962747827,188.37029942025305,90.53747427164048,213.96033812076715,86.8473173201327,231.6264311463137,102.21364291081562,239.07656931361655,112.10319704155701,248.63972271685557,124.113524659822,261.1160995911978,128.192148351532,273.5071356980777,130.23533932318077,130.69545711883885,177.84994595892877,208.55339092511306,191.07222330732554,208.18044068808572,170.89689005405307,,,,
labeled-data,ArticulateAnonymized_11,img121.png,112.88971556471745,164.73628413275688,123.26859370629847,139.16952018700522,138.518545523169,116.91220470414656,157.49744554948475,100.38823714444433,181.03653502676258,93.41190648480614,206.6188154756892,93.88571399247084,226.7631157226117,106.75055760701531,231.6652224042512,117.51790248879858,238.2841193300371,127.41521487112749,247.4200147351364,135.19175376593265,256.5869431465856,142.14480967080834,131.1071986138036,178.67342894885826,210.21587340814702,189.42525732746657,208.56890742828804,169.6616655691588,,,,
labeled-data,ArticulateAnonymized_11,img137.png,128.71433215989006,164.77507539069433,127.79775015091066,141.29805192611641,139.32651200992353,119.84870293001224,152.91398134376013,102.08951088541576,170.64214038200654,90.1102162735007,195.8204375875559,89.33328279309615,214.36432136414444,101.73983540315093,225.9396327326822,107.08471658610513,239.161910081079,112.45287252382182,250.71394669485434,117.43256172133617,260.16848457586843,124.88269988863901,135.63635505841577,174.55601399921082,209.38463216663004,189.90682308671876,210.69743916739915,169.73924808503375,,,,
labeled-data,ArticulateAnonymized_11,img150.png,126.99754191574362,158.97190320325043,122.37528645208155,136.69907121721678,133.5466145772421,115.7002549740148,150.03179087900682,100.42702840238181,170.22264063545435,92.61945650122664,191.22145687865628,95.9133884609446,210.184840401797,104.97945960175649,221.3406520237827,110.7593570344379,233.75496288542502,114.45727223753309,245.73425749734005,116.53149621553177,255.15776237200407,122.7696846527029,134.81287206848629,174.1442725042461,212.7018388811105,192.8045300546469,213.17564638877522,173.44492153971646,,,,
labeled-data,ArticulateAnonymized_11,img165.png,121.6216277264395,162.3046264209059,117.48093802202956,137.94981220528598,131.90740684897062,120.61011990724175,150.11713164646932,105.75639308216103,171.5975136489234,95.85908069983215,195.06677886191383,98.00312894211822,216.41527058738066,107.4654250747199,227.99058195591851,113.65706400236606,237.0799278514927,124.87494163705162,247.80072322375102,129.36530682372626,260.9764510626231,130.96572329406035,132.34242309869782,175.3794969891403,,,212.29009738614573,175.41052999549026,,,,
labeled-data,ArticulateAnonymized_11,img201.png,123.16773643566107,158.05532119427107,141.80471923129943,144.42906060249706,154.18023883500427,125.07721033915399,165.35156696016472,104.81653631841911,186.87074022055646,94.95025694244022,212.13437819356835,97.1486129458388,233.15646919153258,106.72728285225281,243.4422483140637,112.53821329128421,255.81776791776863,116.66338649251915,266.5463215416144,120.77304319057909,278.51785790194197,125.27892488042883,134.40113057352156,175.7912384841051,211.3967901319288,188.62504909229955,212.3288886440832,168.39540807791468,,,,
labeled-data,ArticulateAnonymized_11,img227.png,122.07216047934172,162.6387853999957,122.8723687145087,142.02843589699597,133.9893890785568,122.67658563365296,149.22382439225237,107.03040882499268,170.6731733883565,98.78006242252283,194.18898811087195,100.45806140873177,214.83037062022166,109.53964905271862,224.74319950572547,115.77007923830223,235.5027861359211,121.5577349225711,246.68187251266934,126.06361661242082,257.51128340715263,130.9191737845354,129.4602326339446,178.2616874538935,211.0548729012515,191.91898105201753,209.84292317111974,173.7790805188063,,,,
labeled-data,ArticulateAnonymized_11,img234.png,120.79814473651001,160.18385293338224,122.45286896795645,135.44057197756007,138.11456227979173,117.71241293931357,154.21127184135426,100.83101164575905,176.4841038273879,94.67816397605034,197.9334528234921,99.65785317356472,216.47733660008058,109.99018180562081,226.39016548558445,117.03633672954643,235.02897862825654,126.576215378023,243.7143412804537,133.56806254083617,256.16744340003345,137.18063697646895,131.1071986138036,177.43820446396404,209.33808265710505,185.67303436325892,209.76534065524478,167.52537557846014,,,,
labeled-data,ArticulateAnonymized_11,img248.png,122.46838547113141,160.2071276881447,119.53188724526576,135.48712148708503,136.0170635470306,115.66922196766484,154.17248058341679,99.13749615637508,178.56608605697411,93.83916448294588,200.83115979142028,98.41487043708304,221.457025797595,109.17445706727885,229.62203143260245,119.5998847183848,241.59356779292997,125.40305690582869,253.14560440670533,127.01123162775019,265.1481737733829,127.75713210180473,132.34242309869782,172.49730652438708,209.3380826571051,184.43780987836467,206.45589219235185,165.90944260495115,,,,
labeled-data,ArticulateAnonymized_11,img253.png,122.07991873092918,161.01509417489913,123.69585170443816,135.8523134725248,137.6950625332395,115.26523872428756,156.6351713016178,100.85428640052152,178.869212029714,94.23538947473567,199.4640450295387,97.9720959357683,218.42742855267946,109.54740730430609,226.69329145832432,119.0252199400827,239.09984406837918,123.56213463628245,251.9103799218112,122.70761864000293,263.4546582839989,120.22165316703953,133.57764758359207,173.73253100928133,209.7498241520698,183.20258539347049,206.86763368731664,164.67421812005693,,,,
labeled-data,ArticulateAnonymized_11,img267.png,117.12350428817727,161.43459392145144,115.81845553899558,138.36931195183826,131.86085733944563,121.48015240669622,151.64772385251592,109.52413254954362,172.6387818441303,100.00752865582956,197.8325955528547,98.77230417093533,219.68592779233612,104.95618484699398,230.00273992121723,111.17885678099012,241.56253478658002,114.48054699229559,253.1300879035304,116.52373796394421,264.66660801413065,116.05768870786713,131.93068160373312,174.14427250424603,212.678564126348,189.8602735771938,213.97585462394218,171.3086315490178,,,,
labeled-data,ArticulateAnonymized_11,img277.png,116.72727929638752,163.93607589758986,118.34321226989653,137.93429570211103,134.81287206848629,121.44136114875876,154.99596357334627,111.13230727146515,175.575280069996,102.08951088541576,198.63280378802173,104.14821836023948,218.39639554632944,111.14782377464012,229.94843216010474,114.44175573435808,241.9122102688448,116.07320521104207,253.8992631323474,113.12894873358894,264.6200585046057,106.0207277969634,131.93068160373306,175.3794969891403,212.2435478766208,186.51203385636336,212.2823391345582,168.3954080779146,,,,
labeled-data,ArticulateAnonymized_11,img317.png,119.56292025161575,157.32493722339143,121.59059472008954,131.76593152922734,142.9856359550813,121.06841091173146,162.78026071973898,107.86940831809713,178.45747053474923,91.79597351129716,201.12652751257266,90.98024877295512,218.45846155902936,103.77526812321219,228.80630669426048,109.13566580934135,241.2128593043153,112.84909751561153,250.25565569036465,119.08728595278266,257.6437278449676,128.59613159490928,132.75416459366258,175.3794969891403,209.35359916028003,190.70703132188572,210.66640616104917,168.4264410842646,,,,
labeled-data,ArticulateAnonymized_11,img324.png,122.07216047934172,160.1993694365572,120.74383697539754,133.82463900405105,141.81247748288695,120.20613666386453,161.16432774622996,106.61866733002792,178.04572903978448,90.97249052136766,201.59257676864985,87.25905881509746,215.5607545911012,100.85428640052152,226.7786322257867,105.77190958533596,237.05665309673037,112.40632301429683,247.35794872243642,117.82102846153845,257.6747608513175,121.91516865642346,135.22461356345104,173.73253100928133,208.91082465896537,185.2768093714692,208.1028581722109,165.90944260495118,,,,
labeled-data,ArticulateAnonymized_11,img354.png,121.95578670552929,159.01845271277543,128.91660086199255,135.47936323549757,143.7858441902483,120.65666941676672,159.47857050843348,103.33249362189746,178.05348729137197,88.00495928915203,200.7846102818953,80.98207911998887,225.6597815147048,84.9288125347115,234.39945192801437,93.59090043214616,239.75984961414352,105.57795329564871,245.14352205503528,114.65178268804806,256.8584819521478,121.6281133476862,136.04809655338053,172.08556502942236,208.5145996671756,184.43780987836467,207.69111667724613,165.0859596150217,,,,
labeled-data,ArticulateAnonymized_11,img383.png,122.44511071636897,155.24295499380526,128.60571663766513,132.58165626756934,146.73785891928895,120.213894915452,161.148811243055,103.7675098716247,178.45747053474923,89.28673328357122,201.57706026547484,86.4123010704055,223.53124977559364,89.1626012581713,233.83254540129983,96.6437724318241,239.946601813071,107.02265057340519,246.5422239840945,115.31178823381256,257.71355210925503,122.73865164635293,135.22461356345104,172.90904801935184,208.10285817221086,182.37910240354097,205.22066770745764,164.67421812005693,,,,
