scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Ultrax_TD_002\img0021.png,120.933392954351,191.19764367369157,116.73399953340069,169.73407729994557,128.86558052725712,150.13690800217745,143.7967571350804,133.8059335873707,157.32813593592036,120.27455478653081,180.6580993856443,114.6753635585971,199.78866941441785,123.54074966949219,206.32105918034054,129.1399408974259,211.4536511392798,135.67233066334865,214.71984602224123,141.73812116027685,215.18644529123563,152.0033050781554,129.3321797962516,198.66323197760323,190.4566840345283,189.79784586670814,192.7896803795007,176.73306633486274
labeled-data\Ultrax_TD_002\img0108.png,122.33319076133444,188.86464732871917,119.06699587837309,172.53367291391243,126.53258418228475,151.07010654016642,139.59736371413013,133.33933431837622,158.72793374290373,117.94155844155844,181.59129792363322,116.54176063457501,202.58826502838477,126.34034528345904,210.52045260129094,132.40613578038727,216.1196438292246,137.53872773932653,222.65203359514734,144.07111750524922,225.45162920911426,151.53670580916094,128.86558052725712,197.2634341706198,193.72287891748968,192.597441480675,194.6560774554786,177.6662648728517
labeled-data\Ultrax_TD_002\img0317.png,121.86659149233995,186.53165098374677,117.66719807138963,170.20067656894003,124.19958783731235,152.0033050781554,136.3311688311688,135.67233066334862,149.39594836301418,122.60755113150321,174.12570961972156,117.47495917256396,196.989073800451,127.27354382144802,203.98806283536814,131.4729372423983,211.4536511392799,135.20573139435413,218.91923944319151,138.00532700832102,228.71782409207557,140.80492262228788,127.93238198926818,197.2634341706198,192.32308111050625,190.7310444046971,195.58927599346757,177.66626487285168
labeled-data\Ultrax_TD_002\img0408.png,123.26638929932338,192.13084221168054,119.06699587837306,169.7340772999455,124.66618710630681,145.93751458122716,139.59736371413018,131.9395365113928,158.26133447390927,121.20775332451979,180.1915001166498,120.27455478653081,196.989073800451,129.1399408974259,203.52146356637374,134.73913212535967,209.5872540633019,139.8717240842989,215.6530445602301,145.93751458122716,220.7856365191694,153.4031028851388,,,,,,
labeled-data\Ultrax_TD_002\img0517.png,124.19958783731235,191.19764367369157,120.00019441636204,171.133875106929,129.3321797962516,148.73711019519402,146.59635274904733,133.33933431837622,162.92732716385407,119.80795551753636,182.99109573061665,116.54176063457501,205.85445991134608,120.27455478653084,214.2532467532467,123.54074966949219,222.65203359514734,125.87374601446456,231.98401897503695,128.67334162843144,239.91620654794306,130.07313943541487,129.7987790652461,200.06302978458666,191.38988257251728,188.39804805972472,192.7896803795007,174.40006998989034
labeled-data\Ultrax_TD_002\img0548.png,121.86659149233995,193.99723928765843,116.73399953340069,172.06707364491797,127.93238198926818,151.53670580916088,143.79675713508047,134.73913212535967,158.7279337429038,118.87475697954739,181.12469865463876,113.27556575161364,200.25526868341242,125.4071467454701,205.85445991134608,130.07313943541487,214.71984602224123,133.8059335873707,222.65203359514734,134.27253285636516,231.51741970604243,133.33933431837625,133.06497394820744,190.2644451357026,189.05688622754488,190.2644451357026,192.7896803795007,175.33326852787928
labeled-data\Ultrax_TD_002\img0579.png,126.53258418228475,189.79784586670817,123.26638929932338,168.8008787619566,132.59837467921298,146.40411385022162,141.46376079010807,128.20674235943696,156.86153666692584,112.3423672136247,178.32510304067185,108.60957306166887,200.72186795240682,119.80795551753636,205.38786064235163,127.27354382144799,208.654055525313,134.2725328563652,212.38684967726877,140.80492262228788,214.2532467532467,149.20370946418848,131.19857687222952,196.79683490162532,189.99008476553385,191.19764367369157,192.32308111050625,174.86666925888483
labeled-data\Ultrax_TD_002\img0617.png,126.06598491329027,191.66424294268603,121.39999222334546,167.40108095497317,128.39898125826267,147.3373123882106,144.26335640407493,127.74014309044247,158.7279337429038,113.27556575161364,181.12469865463876,113.74216502060813,198.85547087642894,124.47394820748113,205.38786064235163,130.53973870440936,212.38684967726883,135.67233066334862,220.78563651916946,139.40512481530445,229.65102263006455,141.27152189128236,130.26537833424058,196.33023563263083,187.65708842056145,186.99825025274123,191.85648184151174,173.93347072089585
