scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,leftLip,leftLip,rightLip,rightLip,topleftinner,topleftinner,bottomleftinner,bottomleftinner,topmidinner,topmidinner,bottommidinner,bottommidinner,toprightinner,toprightinner,bottomrightinner,bottomrightinner
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\028_spo\img0100.png,79.11656023534476,92.9720528090694,248.73699504914973,92.54154409126787,122.59794073329986,94.26357896247401,122.59794073329984,103.30426203630626,167.37084738465953,93.83307024467248,166.94033866685803,108.90087536772617,209.56070172920997,92.11103537346631,209.56070172921002,103.30426203630626
labeled-data\028_spo\img0419.png,91.17080433378774,102.8737533185047,244.00139915333293,101.15171844729858,123.45895816890287,100.29070101169549,125.18099304010904,99.86019229389396,163.92677764224723,97.27713998708475,163.49626892444567,109.76189280332929,204.8251058333931,99.42968357609243,204.39459711559155,99.86019229389396
labeled-data\028_spo\img0540.png,88.157243309177,105.88731434311543,244.86241658893593,102.01273588290167,126.90302791131518,97.27713998708472,126.9030279113152,116.65003228815391,167.80135610246109,94.69408768027554,167.37084738465947,129.56529382219992,208.2691755758054,96.84663126928322,207.4081581402023,119.23308459496306
labeled-data\028_spo\img0790.png,95.4758915118031,105.88731434311546,246.58445146014205,102.01273588290164,130.77760637152903,94.26357896247399,132.49964124273515,112.77545382794,170.81491712707182,90.81950922006172,171.67593456267488,118.37206715936,209.13019301140847,92.97205280906937,210.85222788261459,111.48392767453541
labeled-data\028_spo\img1159.png,86.00469972016936,96.41612255148166,242.2793642821267,96.84663126928322,125.6115017579106,91.6805266556648,126.0420104757121,91.68052665566478,165.6488125134534,88.23645691325248,166.07932123125497,88.23645691325248,205.25561455119472,88.23645691325251,205.25561455119467,88.66696563105401
labeled-data\028_spo\img1619.png,97.62843510081078,102.8737533185047,247.01496017794366,93.40256152687093,135.51320226734583,97.27713998708475,136.8047284207505,103.30426203630626,174.68949558728562,89.52798306665713,174.25898686948406,115.78901485255076,214.29629762502694,92.54154409126787,213.43528018942382,106.317823060917
labeled-data\028_spo\img1817.png,85.5741910023678,92.9720528090694,245.723434024539,89.95849178445866,123.88946688670445,85.6534046064433,123.88946688670445,86.0839133242448,167.80135610246103,83.93136973523715,166.94033866685803,84.79238717084024,208.2691755758054,84.79238717084024,208.6996842936069,85.22289588864174
labeled-data\028_spo\img4225.png,94.61487407620004,96.84663126928322,253.04208222716503,89.5279830666571,127.76404534691822,81.7788261462295,127.76404534691835,120.52461074836768,174.68949558728562,77.47373896821412,177.70305661189636,133.43987228241375,218.17087608524074,79.19577383942024,220.75392839205008,116.21952357035232
