scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\TaL_1to8008\img068.png,104.3440014410952,163.43899363516272,117.10798778500228,135.44057197756007,127.4015251591209,112.7947897544991,143.0477019677812,91.79597351129715,166.9287086757364,82.325919127108,189.57449089879734,77.79676268249582,213.45549760675252,79.4437286623548,226.63122544562438,82.32591912710802,241.0421777693904,85.20810959186124,250.92397364854432,90.97249052136766,260.39402803273344,100.44254490555679,119.9901782497555,181.9673609085762,222.92555199094167,174.1442725042461,217.16117106143528,153.55719775600883
labeled-data\TaL_1to8008\img087.png,104.3440014410952,163.85073513012745,116.69624629003752,135.02883048259534,129.04849113897987,110.32434078471064,144.2829264526754,90.5607490264029,165.69348419084216,81.91417763214329,191.63319837362107,77.7967626824958,216.3376880715057,81.5024361371785,229.51341591037757,86.44333407675546,241.86566075931992,89.73726603647341,250.92397364854438,96.32512995590929,260.39402803273333,104.97170135016896,118.75495376486126,182.37910240354097,220.86684451611788,178.26168745389356,217.98465405136469,157.26287121069157
labeled-data\TaL_1to8008\img126.png,118.75495376486126,158.49809569558576,126.5780421691914,133.38186450273636,133.57764758359207,109.08911629981642,147.16511691742863,88.91378304654393,170.22264063545433,79.03198716739004,193.69190584844478,73.67934773284836,217.57291255639998,76.14979670263685,230.33689890030703,79.03198716739004,242.68914374924938,82.32591912710802,255.04138859819173,83.56114361200224,266.98189195216946,91.38423201633239,120.40191974472023,182.37910240354097,224.16077647583595,179.49691193878772,222.10206900101215,158.08635420062106
labeled-data\TaL_1to8008\img154.png,111.34360685549586,159.73332018047998,112.57883134039008,129.67619104805365,123.28411020947345,101.26602789548627,142.63596047281646,82.73766062207275,169.39915764552484,78.62024567242531,193.28016435348005,78.62024567242531,213.86723910171722,83.972885106967,226.63122544562438,88.50204155157917,239.3952117895315,93.85468098612085,249.2770076686853,96.32512995590935,259.9822865377687,95.50164696597983,117.51972927996701,180.732136423682,217.16117106143523,178.6734289488583,214.69072209164673,159.73332018048
labeled-data\TaL_1to8008\img210.png,125.34281768429716,152.3219732711146,130.28371562387412,126.3822590883357,141.81247748288695,97.9720959357683,159.51736176637098,80.26721165228429,181.33966099950246,69.56193278320092,205.63240920242245,69.97367427816567,227.04296694058908,78.62024567242531,236.10127982981348,83.972885106967,246.80655869889685,88.09030005661444,256.276613083086,93.0311979961914,266.98189195216946,95.50164696597986,117.51972927996701,183.6143268884352,220.04336152618842,176.61472147403455,215.5142050815763,157.26287121069157
labeled-data\TaL_1to8008\img230.png,98.57962051158876,162.6155106452332,109.28489938067213,136.26405496748956,126.16630067422665,111.97130676456962,140.16551150302797,93.03119799619137,165.2817426958774,86.03159258179073,189.1627494038326,81.91417763214329,210.98504863696408,87.67855856164968,224.1607764758359,92.2077150062619,236.92476281974294,95.91338846094459,248.45352467875583,100.44254490555679,257.51183756798025,107.44215031995745,117.93147077493177,185.26129286829416,215.5142050815763,179.9086534337525,214.69072209164676,160.14506167544474
labeled-data\TaL_1to8008\img237.png,101.87355247130674,162.6155106452332,111.34360685549586,133.38186450273636,126.5780421691914,111.14782377464013,147.5768584123934,94.67816397605034,171.86960661531333,88.50204155157917,196.16235481823324,86.0315925817907,218.8081370412942,87.26681706668495,231.57212338520125,90.56074902640293,243.5126267391789,92.61945650122664,252.98268112336794,94.26642248108561,264.09970148741616,95.50164696597986,115.4610218051433,183.6143268884352,216.74942956647047,181.14387791864675,215.1024635866115,159.73332018048
labeled-data\TaL_1to8008\img289.png,118.75495376486128,156.8511297157268,129.87197412890936,132.9701230077716,139.75377000806324,107.44215031995745,150.45904887714659,86.85507557172019,173.92831409013704,76.97327969256634,199.4562867779512,76.97327969256631,224.57251797080065,84.38462660193173,236.10127982981348,88.50204155157917,248.45352467875583,93.03119799619137,260.39402803273344,96.73687145087408,272.334531386711,101.26602789548627,116.28450479507279,182.79084389850573,217.16117106143523,181.55561941361145,216.7494295664705,160.96854466537422
