scorer,,,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,,,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon,thyroid1,thyroid1,thyroid2,thyroid2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,F05_10mlThin_03,img000.png,157.04691279658252,124.73529310847672,155.223370729089,107.21870277656637,143.87118495771068,97.1486129458388,125.34281768429716,92.61945650122664,105.99096742095418,91.38423201633239,87.87434164250541,95.50164696597983,73.87513081370409,105.38344284513371,68.11074988419766,109.91259928974591,,,,,,,161.5760692411947,139.55798692720754,,,93.2269810770471,160.5568031704095,184.22185146425565,160.55680317040947,,
labeled-data,F05_10mlThin_03,img064.png,163.22303522105366,128.44096656315944,163.63477671601842,110.32434078471064,146.7533754224639,99.20732042066254,125.75455917926192,93.85468098612085,105.57922592598942,93.03119799619137,85.81563416768168,95.50164696597983,70.1694573590214,104.55995985520423,63.16985194462073,109.50085779478115,,,,,,,166.51696718077164,142.44017739196073,,,97.75613752165927,156.8511297157268,183.39836847432616,161.38028616033898,,
labeled-data,F05_10mlThin_03,img096.png,165.2817426958774,128.4409665631594,171.45786512034857,112.38304825953438,158.6938787764415,99.20732042066254,137.6950625332395,94.67816397605034,116.69624629003752,94.26642248108561,98.16787901662403,92.61945650122664,79.22777024824578,98.38383743073305,73.05164782377457,102.91299387534525,66.46378390433868,109.08911629981642,,,,,167.75219166566586,141.61669440203124,97.75613752165927,170.43859904956338,100.63832798641246,154.38068074593832,186.28055893907938,163.02725214019796,,
labeled-data,F05_10mlThin_03,img160.png,157.870395786512,122.26484413868823,152.92949784693505,101.677769390451,134.40113057352156,92.20771500626188,115.46102180514328,86.85507557172022,97.75613752165927,81.09069464221378,77.16906277342204,88.09030005661444,63.16985194462073,101.677769390451,,,,,,,,,158.28213728147674,136.26405496748956,96.52091303676505,168.37989157473964,98.99136200655352,150.6750072912556,185.4570759491499,163.43899363516272,,
labeled-data,F05_10mlThin_03,img168.png,158.28213728147674,127.20574207826519,167.75219166566586,109.08911629981642,157.04691279658252,94.67816397605034,138.10680402820427,88.09030005661444,116.69624629003752,82.32591912710802,97.34439602669454,89.32552454150868,86.22737566264644,102.91299387534525,78.40428725831629,107.44215031995745,,,,,,,160.34084475630047,137.91102094734853,94.46220556194132,169.20337456466913,96.52091303676505,152.3219732711146,186.6923004340441,164.2624766250922,,
labeled-data,F05_10mlThin_03,img208.png,165.2817426958774,129.2644495530889,171.86960661531333,110.7360822796754,159.9291032613357,97.1486129458388,143.45944346274592,83.56114361200224,121.22540273464972,80.67895314724905,98.99136200655352,82.32591912710802,88.28608313747014,98.79557892569781,82.10996071299897,107.85389181492218,75.93383828852782,115.26523872428757,,,,,163.63477671601842,140.79321141210175,,,96.93265453172978,151.08674878622037,189.1627494038326,163.02725214019796,,
labeled-data,F05_10mlThin_03,img224.png,165.69348419084216,130.08793254301838,171.45786512034857,111.55956526960489,156.223429806653,97.9720959357683,132.75416459366258,93.44293949115612,110.9318653605311,87.67855856164968,88.28608313747014,85.20810959186122,74.28687230866885,98.79557892569781,,,,,,,,,164.04651821098318,139.5579869272075,,,96.93265453172978,152.3219732711146,188.3392664139031,162.6155106452332,,
