scorer,,,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,,,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon,thyroid1,thyroid1,thyroid2,thyroid2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ArticulateAnonymized_09,img019.png,89.52130762236439,159.32157868551525,91.5800150971881,130.91141553294787,103.52051845116569,106.2069258350632,125.3583341874722,86.02383433020321,154.2345465961167,79.02422891580258,185.14619172482256,82.76869362842271,213.99912937870468,96.79893746357399,227.167098965989,103.7907846263872,241.609084296105,113.32290502327622,252.70282990539064,121.96171816594841,264.6355750077807,131.8357557935148,110.9318653605311,181.14387791864672,216.4075123357931,192.3307225469823,212.69408062952303,172.5826472918495,,,,
labeled-data,ArticulateAnonymized_09,img051.png,91.99175659215284,157.67461270565627,89.93304911732912,129.6839492996411,105.19851743737465,104.52892684885424,128.74536516624005,85.99280132385329,156.33204532887797,77.78124617932085,187.64767370096098,82.34919388187049,215.21883736042386,95.57147123026728,229.66082269053996,103.82957588432464,241.99755103630716,110.00569830879579,256.004520116696,116.61683698299426,267.92950696749875,127.32987410366505,110.9318653605311,181.55561941361148,215.14901309613643,194.42822127974347,211.89387239435595,173.0254217931642,,,,
labeled-data,ArticulateAnonymized_09,img056.png,95.69743004683556,160.5568031704095,91.5800150971881,130.49967403798314,108.87315788570741,108.26563330988691,129.87197412890936,88.9137830465439,154.57646382679405,77.79676268249585,184.68014246874543,78.62800392401277,211.8861141427685,90.57626552957794,225.06960023322787,100.06959466852949,239.92332705830842,107.91595782762208,254.74602087703934,112.86461401878654,267.0905074743943,124.04370039553457,110.9318653605311,182.37910240354097,215.972496086066,193.9932050300162,212.7406301390479,173.8489047830937,,,,
labeled-data,ArticulateAnonymized_09,img058.png,94.0504640669766,159.73332018048,91.99175659215284,130.49967403798314,110.93962361211864,109.06584154505393,132.00050586802053,87.204751053985,158.39075280370162,77.3772629359436,188.8828981858552,80.29824465863422,216.50061135484307,94.35176324854802,230.11135544344216,101.76311015791339,244.96508226852288,107.48869982948239,257.713552109255,114.95435449996025,269.6462972116451,124.47871664526183,110.9318653605311,181.9673609085762,215.1179800897864,195.70999527416268,212.2900973861457,173.8333882799187,,,,
labeled-data,ArticulateAnonymized_09,img098.png,96.52091303676504,168.37989157473964,98.167879016624,137.91102094734853,111.7553483504606,112.7947897544991,131.1071986138036,88.50204155157917,154.1647223318293,77.79676268249582,180.1044365146082,79.85547015731956,205.6324092024224,92.61945650122664,219.21987853625896,99.6190619156273,231.57212338520128,107.44215031995743,242.68914374924935,116.08872171421704,254.21790560826227,125.14703460344145,109.28489938067212,186.4965173531884,213.50204711627745,194.47477078926843,211.50540565415363,174.26064627805843,,,,
labeled-data,ArticulateAnonymized_09,img105.png,102.69703546123624,156.0276467257973,99.814844996483,129.2644495530889,115.87276330010802,104.14821836023945,134.84390507483627,82.27161136599557,164.18616673955805,75.74581345925961,190.53762241730166,88.1911573272518,216.13541936940334,100.55116042778168,229.73064695482736,105.88052510756086,243.2948415339014,112.48390553017173,256.066586129396,120.34578519243937,266.7563484953044,130.6858720760829,111.34360685549584,179.085170443823,213.89051385647969,197.7376697426364,209.7808571584198,175.89209575474243,,,,
labeled-data,ArticulateAnonymized_09,img117.png,97.23578050446966,157.01405299906415,87.75796786869303,127.76489035339223,101.70287093638188,100.14717718440438,120.25451296455788,78.2705701901605,152.88294833741008,74.02902321511314,178.04572903978445,85.96176831750324,203.59697648236116,102.50125238038049,218.01568705771473,109.10463280299145,232.87717213438296,114.03001423939334,248.53110719463075,113.99122298145586,260.87559379198564,118.597961941943,115.87276330010803,171.6738235344576,219.25091154260895,191.11877281685045,214.73727160117176,170.11995657364858,,,,
labeled-data,ArticulateAnonymized_09,img126.png,113.40231433031956,140.381469917137,103.10101870461347,110.75935703443787,113.81405582528433,79.85547015731956,133.19693909497735,56.743638678181384,166.1983247048568,52.61070722535899,190.43676514666427,68.3499830530692,201.52275250436244,96.40271247178427,214.72951334958418,102.94402688169518,227.46246668714136,109.92035754133335,241.46943576753014,115.29627173063759,252.61748913792826,123.5388598815199,122.46062721954397,166.73292559488067,214.294497099857,197.0383187781068,211.45885614462873,176.43572752669456,,,,
labeled-data,ArticulateAnonymized_09,img140.png,103.52051845116571,151.91023177614986,100.59177847688755,121.83758614054854,98.99912025814103,90.09469977032569,118.8015032743862,66.2447260687205,147.2349411817161,54.32749746950535,175.98702156496077,62.150585873835496,186.27280068749192,88.48652504840422,190.84074839004154,103.72871861368725,204.41270122070304,112.40632301429683,215.94146307971604,124.80511737276419,218.83141179605673,140.04731093804722,116.69624629003752,174.96775549417555,212.26682263138326,196.0984620143649,210.6819226642242,176.35038675923212,,,,
labeled-data,ArticulateAnonymized_09,img144.png,103.10877695620096,153.55719775600883,100.63832798641248,125.97051759337096,94.46220556194136,93.0311979961914,110.10838237060162,68.73844979327143,133.98938907855677,58.03317092418808,164.87000120091267,59.68013690404709,176.3987630599255,86.84731732013273,182.17866049260695,102.09726913700324,197.86362855920476,108.7084078112016,210.61985665152426,118.19397869856577,214.278980596682,134.71018800668048,114.22579732024906,179.49691193878775,213.07478911813772,197.3414447508466,211.09366415918896,175.50362901454017,,,,
labeled-data,ArticulateAnonymized_09,img148.png,107.2261919058484,151.08674878622037,96.1091715418003,121.8531026437235,90.34479061229383,89.73726603647339,106.81445041088368,65.85625932851823,132.7929558516,53.8769647166032,159.97565277086068,57.232962689021065,176.81050455489026,79.85547015731953,180.1044365146082,98.38383743073302,194.92713033333905,105.79518434009844,206.01311769103714,114.03001423939337,210.60434014834928,129.25669130150138,110.9318653605311,187.73174183808263,213.93706336600465,199.85844323016002,213.20667939512512,180.52986772157954,,,,
labeled-data,ArticulateAnonymized_09,img157.png,94.08925532491402,173.38285552701652,91.55674034242563,144.50664311837198,94.05046406697656,116.91220470414656,104.75574293605996,92.61945650122662,129.561089904582,75.29528070635737,162.53144250811164,76.60808770712649,179.77027753551843,97.64569520826598,191.7573303990209,109.15118231251634,205.74102472464725,115.32730473698751,212.2435478766208,127.74161559862976,212.98944835067536,142.99156741550033,111.34360685549586,190.61393230283585,211.86283938800605,199.81965197222252,209.87395617746967,179.67535172530006,,,,
labeled-data,ArticulateAnonymized_09,img167.png,94.0504640669766,167.14466708984543,87.46260014754066,140.42026117507447,95.26241379710837,113.2298060042263,109.72767388198685,90.94145751501766,132.37345610504778,78.19298767428558,160.3641195110629,76.12652194787432,183.90320898834085,89.33328279309609,193.3655051209424,99.65785317356476,207.37247420133124,105.42223410307118,219.28194454895893,113.70361351189099,223.71800197452117,129.82359782821595,110.10838237060162,182.79084389850573,206.86763368731667,189.82924057084384,205.69447521512228,168.83042432764182,,,,
labeled-data,ArticulateAnonymized_09,img176.png,103.93225994613044,154.38068074593832,95.2856885518708,130.49967403798314,98.99136200655352,102.50125238038048,121.22540273464972,84.79636809689649,145.92989243253444,76.14979670263685,171.0461236253838,76.56153819760158,191.63319837362104,89.73726603647336,202.75021873766914,98.79557892569781,215.1024635866115,103.32473537030998,226.2194839506596,109.91259928974593,235.277796839884,121.85310264372347,120.81366123968496,175.3794969891403,211.36575712557882,186.53530861112594,210.17708215020963,165.93271735971365,,,,
labeled-data,ArticulateAnonymized_09,img188.png,100.59953672847506,166.46859088007827,90.76429035884605,137.1418457185315,98.99912025814098,108.68513305643921,120.04448601086793,85.16931833392377,151.0569884102112,76.14203845104939,182.8076330320214,83.63872612787713,207.5043644783185,99.31593594288742,222.3658495549869,106.34657436363806,234.27531990261448,115.44367851079993,246.20806500500458,126.576215378023,251.87934691546116,140.66076697428673,117.93147077493175,177.438204463964,213.43998110357754,188.23658235209737,212.6630476231729,167.19121659937034,,,,
labeled-data,ArticulateAnonymized_09,img195.png,97.34439602669454,158.90983719055052,91.5800150971881,132.14664001784212,103.14756821413842,103.69768560733726,124.23948347639025,82.24057835964558,154.80921137441877,76.5460216944266,184.04285751691566,83.62320962470216,209.5785884563173,99.76646869578968,222.74655804360165,106.34657436363806,235.08328638936902,116.27491975231686,246.17703199865466,123.22797565719259,257.2630193563527,134.37602902759065,115.87276330010803,181.55561941361145,214.69848034323425,189.51835634651638,214.7527881043467,168.09228210517475,,,,
labeled-data,ArticulateAnonymized_09,img213.png,92.4034980871176,165.14026737613412,87.05085865257593,135.85231347252483,96.94041278331724,107.01489232181774,119.64826101907815,87.6630420584747,148.50895692454782,77.77348792773336,179.46715156277853,85.70519185428839,205.41462399714493,100.96290192274634,219.0176098341565,107.55852409376982,231.3465799283363,116.23612849437943,242.02082579106965,124.46320014208682,251.8715886638737,132.24749728847954,110.52012386556638,181.14387791864672,211.82404813006855,192.35399730174478,209.81964841635724,170.943439563578,,,,
labeled-data,ArticulateAnonymized_09,img222.png,93.65423907518681,168.84594083081683,85.85442542561916,143.68316012844247,92.01503134691531,114.83798072614786,109.75870688833679,90.514199516878,141.16743427946977,77.33847167800613,172.46754614837786,85.71295010587588,195.9368113613683,105.09583337556883,209.53203894679234,111.65266428865475,223.9895407800834,116.99754547160893,235.06001163460658,126.54518237167301,240.7390517966506,140.24126722773445,110.10838237060162,185.2612928682942,206.02863419421206,192.74246404194702,206.11397496167453,173.01766354157672,,,,
labeled-data,ArticulateAnonymized_09,img234.png,98.5796205115888,169.3042318353065,101.85803596813176,140.85527742480167,114.62202231203881,111.94803200980718,130.345781636574,85.57330157730101,159.20647754204356,76.54602169442657,189.310156183995,81.93745238690576,211.4821308993912,99.33921069764989,223.4769420144813,107.93923258238456,237.53821885598254,114.52709650182051,251.1256881898191,119.04073644325769,261.7844175493775,129.41185633325125,109.28489938067212,186.4965173531884,209.7110328941324,193.62801304457642,210.21587340814705,171.3319063037803,,,,
labeled-data,ArticulateAnonymized_09,img245.png,99.44189475945572,168.9545563530417,101.81924471019427,138.43913621612566,115.77190602947064,113.30738852010126,135.55101429095345,89.37983230262114,161.54503623484473,73.6715894812609,192.51874737625047,77.39277943911856,213.96809637235467,95.14421323212756,225.88532497156976,105.00273435651891,238.2608445752746,113.68033875712854,248.96612344435798,122.33466840297564,259.6791605650288,133.086496781584,112.16708984542537,186.08477585822368,208.92634116214035,193.1619637884992,208.9728906716653,171.743647798745,,,,
labeled-data,ArticulateAnonymized_09,img258.png,100.28089425256019,162.70085141269564,94.8351557989686,132.57389801598183,106.84548341723362,103.2393946028476,125.89420770783678,78.06885564888572,159.81217532669555,73.66383122967338,188.64959647740278,84.88946711594639,212.9035534223852,99.33145244606244,226.0404900033197,105.47654186418362,241.2826835686026,112.08768053838205,256.128652142096,117.4248034697487,270.15113772565974,120.66442766835421,117.93147077493177,176.20297997906977,212.6242563652356,192.36175555333224,211.00832339172658,168.81490782446684,,,,
labeled-data,ArticulateAnonymized_09,img264.png,95.35551281615821,166.43755787372834,87.83555038456794,139.3014104639926,102.62721119694882,108.73168256596409,119.92811223705554,84.8118846000715,150.46680712873408,72.42860674477913,181.3706940058524,79.02422891580255,209.8274066679447,90.98800702454261,224.26939199806074,97.59138744715355,239.95436006465852,101.70104414521352,253.92253788710988,106.68073334272788,265.0317999995706,117.02857847795894,110.93186536053112,181.14387791864672,208.90306640737788,189.84475707401882,207.34144119498123,169.67718207233384,,,,
labeled-data,ArticulateAnonymized_09,img269.png,90.7565321072586,159.73332018048,87.05085865257593,134.61708898763058,99.40310350151825,107.85389181492218,116.69624629003752,85.20810959186124,142.63596047281644,73.67934773284838,171.0461236253838,79.03198716739001,192.45668136355053,94.67816397605034,204.80892621249288,102.50125238038048,218.44294505585447,108.68513305643918,231.19917314817403,114.44951398594556,244.42145049657077,123.97387613124712,113.40231433031956,181.55561941361148,208.4913249124131,192.79677180305944,208.61545693781292,171.79019730827002,,,,
labeled-data,ArticulateAnonymized_09,img277.png,92.03830610167779,169.30423183530655,84.95335991981474,140.88631043115163,92.31815731965519,111.52077401166741,106.77565915294615,86.02383433020316,136.04809655338053,76.49171393331412,165.77106670671705,86.02383433020313,192.99255488391515,102.16709340129066,208.28129795872317,108.77823207548906,222.7310415404267,114.52709650182052,234.1977373867396,124.89045814022661,241.97427628154483,137.28925249869388,110.52012386556638,186.4965173531884,208.89530815579045,193.1619637884992,208.14164943014836,170.49290681067583,,,,
labeled-data,ArticulateAnonymized_09,img292.png,95.25465554552085,173.09524605745165,91.12172409269837,140.91734343750164,100.96472871391484,109.95914879927082,120.37088673837023,83.98840161014198,153.3800305998373,76.95000493780384,183.91096723992828,86.07814209131567,211.12469716553886,100.10062767487943,224.73544125413795,106.28450835093813,239.58140982763126,113.7268882666535,250.66739718532946,121.13823517601888,261.3416430480627,132.7290630477317,112.57883134039008,186.08477585822368,216.32992981991825,189.44077383064155,214.3177718546195,165.9249591081262,,,,
