scorer,,,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
bodyparts,,,vallecula,vallecula,tongueRoot1,tongueRoot1,tongueRoot2,tongueRoot2,tongueBody1,tongueBody1,tongueBody2,tongueBody2,tongueDorsum1,tongueDorsum1,tongueDorsum2,tongueDorsum2,tongueBlade1,tongueBlade1,tongueBlade2,tongueBlade2,tongueTip1,tongueTip1,tongueTip2,tongueTip2,hyoid,hyoid,mandible,mandible,shortTendon,shortTendon,thyroid1,thyroid1,thyroid2,thyroid2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,standard s 63fps swallow2,img226.png,110.10838237060162,172.49730652438706,105.99096742095418,151.08674878622037,111.7553483504606,128.85270805812416,126.5780421691914,114.44175573435808,147.98859990735812,106.61866733002793,167.75219166566586,104.97170135016896,187.10404192900887,109.91259928974591,197.80932079809224,117.3239461991113,206.45589219235185,124.73529310847672,214.27898059668203,134.20534749266585,222.33259990532622,142.4490439652036,112.89969045961557,181.84322888317638,204.40494296911564,182.24665796572594,200.72437992693716,168.49127790110293,,,,
labeled-data,standard s 63fps swallow2,img233.png,108.8731578857074,174.55601399921085,105.57922592598942,153.1454562610441,108.46141639074261,130.08793254301838,124.93107618933243,115.2652387242876,145.92989243253442,106.61866733002796,166.92870867573635,102.50125238038049,186.69230043404414,109.91259928974591,197.3975793031275,116.08872171421709,206.8676336873166,123.91181011854721,213.86723910171727,133.79360599770112,,,120.81366123968499,186.08477585822365,208.5145996671756,188.55522482801211,204.39718471752812,167.9681500797749,,,,
labeled-data,standard s 63fps swallow2,img241.png,108.87315788570737,174.1442725042461,104.3440014410952,153.96893925097356,108.04967489577788,130.49967403798314,124.10759319940294,116.08872171421709,143.0477019677812,109.91259928974591,164.4582597059479,104.14821836023947,184.6335929592204,106.2069258350632,194.51538883837426,112.7947897544991,204.80892621249288,118.55917068400552,215.51420508157625,123.91181011854724,227.45470843555384,131.32315702791263,119.16669525982601,186.08477585822368,208.5145996671756,188.96696632297687,205.6324092024224,168.37989157473964,,,,
labeled-data,standard s 63fps swallow2,img246.png,106.40270891591891,172.49730652438708,102.28529396627147,152.32197327111464,105.99096742095415,132.55838151280687,120.81366123968496,117.73568769407606,141.81247748288695,109.08911629981642,162.81129372608893,104.55995985520423,183.8101099692909,108.26563330988694,194.5153888383743,113.20653124946386,204.80892621249288,118.14742918904079,215.1024635866115,123.50006862358248,227.04296694058914,125.97051759337094,119.16669525982601,186.08477585822365,209.7498241520698,188.14348333304739,204.80892621249288,167.55640858481016,,,,
labeled-data,standard s 63fps swallow2,img251.png,103.52051845116569,174.55601399921082,100.2265864914477,155.2041637358678,106.40270891591888,133.38186450273633,122.04888572457924,120.61787815882926,141.81247748288695,112.7947897544991,163.22303522105366,108.67737480485164,183.39836847432616,110.32434078471067,195.33887182830372,114.03001423939335,206.0441506973871,118.97091217897028,216.74942956647047,124.32355161351197,229.51341591037757,125.55877609840621,117.51972927996704,186.49651735318844,207.27937518228137,187.3200003431179,203.98544322256342,167.55640858481016,,,,
labeled-data,standard s 63fps swallow2,img254.png,103.52051845116569,174.55601399921085,103.10877695620096,154.7924222409031,106.81445041088367,135.02883048259534,124.10759319940294,123.50006862358248,144.69466794764017,123.08832712861772,161.5760692411947,114.44175573435808,181.7514024944672,111.14782377464013,194.10364734340953,114.44175573435808,205.22066770745764,118.55917068400555,215.925946576541,123.50006862358248,229.10167441541282,125.14703460344145,116.69624629003752,187.3200003431179,208.10285817221083,188.14348333304739,203.98544322256342,168.37989157473964,,,,
labeled-data,standard s 63fps swallow2,img257.png,104.3440014410952,176.2029799790698,97.34439602669454,156.85112971572684,108.46141639074264,137.9110209473485,122.8723687145087,128.44096656315944,142.2242189778517,125.55877609840624,160.75258625126526,122.26484413868826,178.04572903978445,114.85349722932284,194.10364734340953,114.44175573435805,204.39718471752812,115.67698021925233,215.10246358661155,120.20613666386453,226.63122544562438,121.8531026437235,115.87276330010803,188.14348333304739,206.45589219235185,186.4965173531884,204.39718471752818,166.73292559488064,,,,
labeled-data,standard s 63fps swallow2,img258.png,103.52051845116569,177.43820446396398,98.99136200655352,155.2041637358678,109.69664087563689,138.3227624423133,124.51933469436767,127.20574207826519,145.1064094426049,126.3822590883357,165.28174269587743,121.8531026437235,182.57488548439667,113.20653124946384,194.51538883837426,113.20653124946386,206.04415069738715,114.85349722932284,216.74942956647047,117.73568769407606,227.8664499305186,121.8531026437235,116.69624629003752,188.55522482801211,208.10285817221083,188.14348333304739,204.39718471752812,168.7916330697044,,,,
labeled-data,standard s 63fps swallow2,img259.png,105.16748443102469,179.08517044382302,99.814844996483,157.6746127056563,111.7553483504606,138.3227624423133,130.2837156238741,127.20574207826519,151.2825318670761,133.38186450273636,167.34045017070113,125.14703460344145,182.98662697936143,114.85349722932284,194.51538883837426,114.85349722932284,206.0441506973871,114.44175573435808,217.57291255639998,117.32394619911133,227.04296694058908,125.14703460344145,115.87276330010803,188.96696632297687,208.92634116214035,188.55522482801211,206.8676336873166,169.20337456466913,,,,
labeled-data,standard s 63fps swallow2,img264.png,107.63793340081313,176.2029799790698,98.99136200655349,155.61590523083254,112.16708984542532,136.26405496748956,131.51894010876833,128.4409665631594,154.57646382679403,131.73489852287736,171.45786512034857,123.08832712861772,187.10404192900884,109.91259928974588,198.63280378802173,105.38344284513369,210.57330714199932,109.50085779478118,220.04336152618848,118.55917068400552,231.16038189023655,126.3822590883357,117.51972927996701,186.4965173531884,204.80892621249288,184.84955137332943,202.33847724270444,164.6742181200569,,,,
labeled-data,standard s 63fps swallow2,img267.png,109.28489938067213,175.79123848410507,99.814844996483,155.61590523083257,111.34360685549586,135.02883048259537,133.9893890785568,127.61748357322992,155.81168831168827,130.49967403798314,171.86960661531333,118.14742918904079,186.28055893907938,104.14821836023947,199.0445452829865,102.50125238038049,209.3380826571051,108.67737480485167,219.2198785362589,118.14742918904079,229.51341591037757,126.3822590883357,119.9901782497555,185.2612928682942,205.6324092024224,184.4378098783647,202.75021873766914,167.14466708984543,,,,
labeled-data,standard s 63fps swallow2,img269.png,108.8731578857074,174.1442725042461,97.75613752165924,153.96893925097362,110.52012386556638,134.20534749266585,129.8719741289094,125.97051759337094,154.16472233182932,123.91181011854727,171.45786512034857,109.50085779478115,187.10404192900887,97.56035444080356,199.86802827291592,100.03080341059203,209.3380826571051,108.26563330988694,217.57291255639993,117.73568769407606,229.51341591037752,123.91181011854721,120.40191974472023,186.08477585822368,205.6324092024224,186.08477585822368,202.33847724270444,166.73292559488067,,,,
labeled-data,standard s 63fps swallow2,img271.png,111.34360685549584,175.3794969891403,101.05006948137725,153.55719775600883,112.99057283535484,135.85231347252483,128.63674964401514,123.50006862358248,150.04730738218186,116.91220470414657,165.69348419084216,103.32473537030998,187.10404192900887,96.32512995590932,199.4562867779512,100.44254490555679,208.10285817221083,107.85389181492218,215.925946576541,116.91220470414657,228.27819142548336,123.91181011854721,122.04888572457921,185.26129286829416,205.22066770745764,185.67303436325892,202.33847724270444,165.0859596150217,,,,
labeled-data,standard s 63fps swallow2,img272.png,112.99057283535484,173.73253100928133,105.16748443102466,151.9102317761499,116.69624629003755,133.7936059977011,135.63635505841577,118.97091217897028,151.69427336204083,107.85389181492218,168.57567465559535,95.50164696597983,190.39797388872682,97.1486129458388,201.92673574773968,101.677769390451,210.16156564703456,110.32434078471064,218.80813704129426,118.55917068400555,229.10167441541282,124.32355161351197,123.28411020947345,181.55561941361148,206.8676336873166,186.4965173531884,202.75021873766914,167.14466708984543,,,,
labeled-data,standard s 63fps swallow2,img273.png,113.40231433031957,172.08556502942236,108.04967489577788,151.08674878622037,118.34321226989653,131.32315702791263,135.22461356345104,113.6182727444286,152.10601485700556,100.03080341059203,173.10483110020755,93.44293949115612,191.63319837362107,97.9720959357683,202.75021873766914,101.26602789548627,212.63201461682306,109.50085779478115,217.98465405136474,118.55917068400555,229.10167441541282,125.14703460344145,122.04888572457921,182.37910240354097,204.39718471752812,184.4378098783647,201.51499425277493,165.90944260495118,,,,
labeled-data,standard s 63fps swallow2,img274.png,114.63753881521382,171.6738235344576,107.2261919058484,149.85152430132615,116.69624629003752,130.91141553294787,128.22500814905038,111.14782377464013,145.51815093756966,99.20732042066254,166.1052256858069,94.26642248108561,188.3392664139031,95.91338846094459,201.10325275781017,100.03080341059203,212.63201461682306,105.79518434009844,219.21987853625896,115.26523872428757,229.92515740534233,122.67658563365299,125.34281768429716,180.732136423682,206.04415069738715,186.08477585822368,202.75021873766914,167.1446670898454,,,,
labeled-data,standard s 63fps swallow2,img276.png,118.3432122698965,169.20337456466916,110.10838237060162,149.85152430132615,113.81405582528433,128.02922506819468,122.8723687145087,108.67737480485167,140.16551150302797,95.91338846094459,162.81129372608893,93.44293949115612,185.0453344541851,94.67816397605037,198.6328037880217,98.38383743073305,209.33808265710505,104.55995985520423,215.51420508157625,115.2652387242876,227.45470843555384,122.26484413868823,129.04849113897987,179.49691193878775,205.6324092024224,185.67303436325895,201.92673574773968,167.55640858481016,112.99057283535484,198.02527921220127,,
labeled-data,standard s 63fps swallow2,img280.png,119.16669525982601,167.14466708984543,111.7553483504606,144.9106263617492,118.34321226989653,123.50006862358248,126.98978366415614,105.38344284513371,143.45944346274592,93.44293949115612,162.81129372608893,92.20771500626188,185.4570759491499,95.50164696597983,196.574096313198,99.20732042066254,208.10285817221083,104.1482183602395,215.51420508157625,112.7947897544991,226.21948395065962,121.02961965379401,132.34242309869782,175.79123848410507,206.45589219235185,186.08477585822368,201.92673574773968,165.90944260495118,121.22540273464972,193.9078642625538,,
labeled-data,standard s 63fps swallow2,img295.png,123.69585170443818,158.08635420062106,117.51972927996701,137.49927945238383,124.93107618933243,118.55917068400555,141.4007359879222,106.20692583506317,160.34084475630044,98.79557892569778,180.92791950453773,93.44293949115612,199.4562867779512,95.0899054710151,211.39679013192878,97.9720959357683,220.04336152618842,106.61866733002793,227.04296694058908,116.50046320918182,236.51302132477824,123.91181011854721,139.34202851309848,168.37989157473962,211.80853162689354,185.26129286829416,208.10285817221083,164.2624766250922,129.04849113897987,189.79044931290642,,
labeled-data,standard s 63fps swallow2,img301.png,126.98978366415616,163.43899363516272,121.22540273464975,144.91062636174917,129.04849113897987,124.73529310847672,145.10640944260493,109.91259928974588,159.1056202714062,97.56035444080356,175.575280069996,88.91378304654393,193.69190584844478,92.2077150062619,204.80892621249293,97.56035444080356,214.27898059668203,103.73647686527474,220.04336152618842,112.38304825953438,230.7486403952718,119.38265367393504,139.34202851309848,170.02685755459862,210.98504863696408,184.84955137332943,206.8676336873166,165.49770110998645,126.16630067422665,191.02567379780058,,
labeled-data,standard s 63fps swallow2,img303.png,126.16630067422665,163.43899363516272,120.81366123968499,140.79321141210175,126.98978366415614,122.26484413868823,142.2242189778517,107.03040882499269,156.22342980665303,95.50164696597983,172.28134811027806,89.73726603647341,189.9862323937621,91.79597351129715,201.10325275781017,96.32512995590932,212.2202731218583,101.67776939045103,219.63162003122372,111.97130676456965,229.92515740534233,119.79439516889977,140.57725299799273,172.08556502942233,210.57330714199932,184.4378098783647,207.27937518228137,165.08595961502166,126.16630067422665,191.43741529276537,,
labeled-data,standard s 63fps swallow2,img308.png,126.5780421691914,161.7920276553037,122.46062721954397,140.79321141210175,126.57804216919143,121.02961965379401,139.34202851309848,106.61866733002793,155.81168831168827,94.26642248108558,175.98702156496074,90.14900753143817,194.10364734340953,94.67816397605034,204.80892621249288,98.79557892569781,215.51420508157625,105.38344284513371,221.6903275060474,114.44175573435808,231.5721233852013,121.44136114875874,135.63635505841577,173.73253100928133,211.39679013192878,188.14348333304739,206.45589219235185,166.3211840999159,122.46062721954397,192.67263977765958,,
labeled-data,standard s 63fps swallow2,img316.png,125.34281768429716,165.49770110998642,119.16669525982601,146.1458508466434,123.69585170443818,125.97051759337094,137.28332103827478,109.08911629981642,154.1647223318293,96.73687145087408,173.5165725951723,90.97249052136766,194.10364734340953,94.67816397605034,204.39718471752812,99.20732042066254,215.1024635866115,105.38344284513371,221.6903275060474,116.08872171421706,232.80734787009553,123.50006862358248,131.9306816037331,174.1442725042461,212.2202731218583,186.90825884815314,206.86763368731656,167.9681500797749,113.81405582528433,197.6135377172365,,
labeled-data,standard s 63fps swallow2,img323.png,122.46062721954397,162.20376915026847,118.34321226989653,139.5579869272075,130.28371562387412,121.02961965379401,143.87118495771068,104.14821836023947,155.81168831168827,89.73726603647341,174.75179708006652,90.14900753143817,194.92713033333902,94.67816397605037,207.27937518228137,99.20732042066254,217.57291255640004,103.73647686527474,222.92555199094167,114.03001423939332,233.63083086002504,121.85310264372347,129.87197412890936,170.43859904956338,209.3380826571051,188.14348333304739,205.22066770745764,167.1446670898454,117.10798778500225,196.79005472730697,,
labeled-data,standard s 63fps swallow2,img340.png,120.81366123968499,165.49770110998645,117.51972927996701,146.14585084664344,124.51933469436767,123.50006862358248,138.518545523169,107.44215031995745,153.75298083686457,93.85468098612085,173.10483110020755,90.5607490264029,194.5153888383743,93.0311979961914,205.6324092024224,98.38383743073305,215.925946576541,102.91299387534525,223.74903498087113,111.55956526960489,232.39560637513077,121.8531026437235,128.63674964401517,175.79123848410507,209.7498241520698,187.3200003431179,204.80892621249288,167.9681500797749,,,,
labeled-data,standard s 63fps swallow2,img349.png,115.04928031017855,167.9681500797749,118.34321226989653,145.73410935167868,127.4015251591209,128.4409665631594,135.63635505841577,109.50085779478115,149.6355658872171,96.73687145087408,172.69308960524282,93.85468098612085,192.45668136355056,99.6190619156273,202.7502187376692,108.26563330988691,212.63201461682306,115.67698021925233,222.10206900101215,123.91181011854721,234.86605534491926,126.79400058330043,126.16630067422668,179.49691193878775,210.98504863696408,186.90825884815314,207.27937518228137,166.3211840999159,,,,
labeled-data,standard s 63fps swallow2,img362.png,113.81405582528427,171.67382353445763,119.16669525982601,151.4984902811851,129.46023263394466,135.02883048259534,140.16551150302797,116.08872171421709,157.45865429154725,102.91299387534528,177.22224604985502,99.20732042066254,194.92713033333902,101.26602789548627,205.63240920242245,103.73647686527474,216.3376880715057,109.50085779478115,224.5725179708006,118.14742918904079,234.86605534491926,124.73529310847672,122.8723687145087,179.90865343375248,211.80853162689354,186.4965173531884,207.27937518228137,166.3211840999159,,,,
